Name,Rating,Pricing,Location,Cuisine,n_reviews,image_url,reviews
Chez Francis,4,,'New York,French,43,https://s3-media2.fl.yelpcdn.com/bphoto/qpIJ9-4bReiJpuk3Jprh6Q/o.jpg,This kind restaurant set NY stander honest classic French food overly elaborate price generous portion super excite try restaurant week menu come see completely different menu restaurant week Only item Z Sunday brunch Inside classic Midtown vibe Server attentive keep refill coffee Food great taste serve quickly
Marufuku Ramen - New York,3,$$,'New York,Ramen,191,https://s3-media4.fl.yelpcdn.com/bphoto/Iu9mjIN-srT6iJ37oEWgGQ/o.jpg,After wait line different ramen place decide go one instead boy I glad Honestly best ramen I ever We come Sunday afternoon problem get seat There ample seating bar plenty table back The experience food I impress place There many place better Marufuku especially city I chicken paitan DX I
Two Hands,3,$$,'New York,Breakfast & Brunch,368,https://s3-media1.fl.yelpcdn.com/bphoto/fsgoweHfAm1YNf2hx6SmQA/o.jpg,cozy spot dinner The food good end pay arm leg Belly Cheddar Croquettes These A become one favorite restaurant brunch All food good plus healthy The vibe bright clean I come Sunday afternoon brunch I must say cute spot I really enjoy iced Cappachino avacado toast poached egg top
Kin Ramen,5,$$,'New York,Ramen,227,https://s3-media2.fl.yelpcdn.com/bphoto/lk3N0VvfIksjJK-X8dh0hg/o.jpg,Decided check relatively new place It big place wait little bit nothing bad Service efficient courteous Q The seating wooden crate storage box make feel like I Tokyo best kind way like uni student go This personally favorite ramen place NYC Great location nice ambiance The interior design unique washroom worth visit I
City Vineyard,5,$$$,'New York,Wine Bars,1138,https://s3-media3.fl.yelpcdn.com/bphoto/EQkP8Wd2bC_411mQMBtwXg/o.jpg,I make review ever But case I start say really hard find place nowadays great view good B City Vineyard great set performance venue large wine selection opportunity eat food show Service food wonderful view awesome server make reservation weekend one winter dome My parent visit mother B
Bijan's,2,$$,'Brooklyn,American (New),649,https://s3-media2.fl.yelpcdn.com/bphoto/VJmLtQJ2tXq9qjlhGGMVxg/o.jpg,restaurant kinda middle nowhere It suppose Persian menu seem hybrid Food decent server A This cute neighborhood spot Brooklyn Pricing little high portion size Service slow bad ask repeatedly A group friend visit New York find Bijan I join drink light meal The ambiance great It cute place We
"Kyu, New York",5,,'New York,Asian Fusion,122,https://s3-media2.fl.yelpcdn.com/bphoto/25j7a2-EloIHmPXGbrAfRQ/o.jpg,group spot amazing ambiance service food brunch dinner dinner I recommend grilled octopus halibut Great job person design interior restaurant It super trendy I love lounge area We sit main dining room kyunyc bring Asian flavor American BBQ insanely unique brunch menu offer best bite NYC offer WE DRANK
 Ubani,5,$$,'New York,Georgian,83,https://s3-media1.fl.yelpcdn.com/bphoto/ll7VBIogjifLOE0i6VtXKw/o.jpg,Great food I love Georgian cuisine hand best one I walk love Georgian food restaurant serve superb khachapuri khinkali Google hot eat khinkali B Cheeseboats apparently hot new thing city But restaurant MUST TRY Georgian food know real server
Sofreh,4,$$$,'Brooklyn,Persian/Iranian,393,https://s3-media3.fl.yelpcdn.com/bphoto/lPoqEJFLqjXxX4uhK8_ZTQ/o.jpg,boyfriend I come Sofreh dinner Friday night We reservation indoors able get table right away place Sofreh dinner Wednesday night A restaurant worth hype challenge get table hard miss many highlight A great addition Prospect Heights restaurant scene This place really deserve star I round A unique menu eclectic flavor set
Two Hands,3,$$,'New York,Breakfast & Brunch,368,https://s3-media1.fl.yelpcdn.com/bphoto/fsgoweHfAm1YNf2hx6SmQA/o.jpg,cozy spot dinner The food good end pay arm leg Belly Cheddar Croquettes These A become one favorite restaurant brunch All food good plus healthy The vibe bright clean I come Sunday afternoon brunch I must say cute spot I really enjoy iced Cappachino avacado toast poached egg top
Peter Luger,4,$$$$,'Brooklyn,Steakhouses,6750,https://s3-media1.fl.yelpcdn.com/bphoto/d0XSKED0U0sTgFWhCQdY7w/o.jpg,What I say differently Peter Lugers time versus prior review expand menu cake new edition ribeye BRING CASH also accept debit notify lunch spot open I gladly take This place pack The bar full historic steakhouse crowd weeknight I eat rib eye eye steak dry quality steak
City Vineyard,5,$$$,'New York,Wine Bars,1138,https://s3-media3.fl.yelpcdn.com/bphoto/EQkP8Wd2bC_411mQMBtwXg/o.jpg,I make review ever But case I start say really hard find place nowadays great view good B City Vineyard great set performance venue large wine selection opportunity eat food show Service food wonderful view awesome server make reservation weekend one winter dome My parent visit mother B
Duckedup,4,,'Ludlow House',Dim Sum,5,https://s3-media3.fl.yelpcdn.com/bphoto/fhQqFwNyMMVJ9H1xsFdqXQ/o.jpg,duck get star Get duck matter Everything else fine The service distractingly bad per usual Soho Houses America friend enough expendable income member Soho House enjoy pretty great version Peking duck LES resident J friend Soho House member lucky go around Sunday night crowded able
Lil Frankie's,2,$$,'New York,Pizza,1434,https://s3-media3.fl.yelpcdn.com/bphoto/t0OsEVlzDWgM_NMGVHmPiA/o.jpg,I never leave review anywhere life But let first review one tell amaze place The food one best amazing dinner last great staff amazing food make ridiculously crowd noisy spaghetti I would love give good review I food good much time service pretty
Jongro BBQ,1,$$,'Fl 2',Korean,2458,https://s3-media2.fl.yelpcdn.com/bphoto/tbzTV0uNadnKlQfKurNfAQ/o.jpg,Easter Sunday around pm The hostess inform u open fifth floor wait seat A Been Jongro many time usually decent place casual night Not serious place expectation pretty low tonight I place clearly state open midnight go ENTIRE TIME enter bombard u
Reyna New York,4,,'New York,Mediterranean,22,https://s3-media4.fl.yelpcdn.com/bphoto/6ujjQCvKEhpfUIC7jPkoeQ/o.jpg,star vibe star seem like Reyna still figuring thing make sense newly open restaurant The service warm cozy ambience excellent food From minute walk treat smile experience continue great overall fine favorite HOUSEMADE Dip like green Hummus I love wide range veggie come B
3 Times,1,$$,'New York,Dim Sum,216,https://s3-media2.fl.yelpcdn.com/bphoto/uBC9JN_S03qqWTCF_eNnwA/o.jpg,I twice surprise empty dining room food REALLY good Although brother say much busier back second visit bit disappointed Xiao Long Bao The skin thick filling dry Not sure happen beef noodle soup tip noodle asian soup noodle dish sorry truth must
Taqueria Ramirez,5,$$,'Brooklyn,Mexican,116,https://s3-media3.fl.yelpcdn.com/bphoto/ll2zrLnaDljZR9DhTJwxTw/o.jpg,rating right This spot soo good I lucky people front Took min max order little hole wall make AMAZING taco nearby need definitely stop get around Friday O good first menu pastor suadero longaniza sausage like good I like pastor
GunBae Tribeca,4,$$,'New York,Korean,384,https://s3-media2.fl.yelpcdn.com/bphoto/Kd6ofznyCo3fhm5UXt_a1A/o.jpg,A taste Koreatown area I two separate occasion time disappoint The food great food fantastic service staff really friendly willing help guide u whole meal cook food I twice I food time world So flavorful delicious get lot side fixing go
Okiboru House of Tsukemen,5,$$,'New York,Ramen,225,https://s3-media2.fl.yelpcdn.com/bphoto/Ikc6VKzC8ry0hZvu9Huj0g/o.jpg,place tasty food We love broth ramen topping delicious The appetizer good Gyoza little oily spot Came lunch opening I first line Shortly people show staff come tell u could X So perhaps like read NYT review curious disappoint In fact one unique dinner
Taiwanese Yummy,5,,NY 10007'],Taiwanese,4,https://s3-media1.fl.yelpcdn.com/bphoto/xd0rqgtxNGg-FV4Oxk2w6A/o.jpg,food Authentic Taiwanese Highly recommend Nice service Sausage delicious Everything delicious I go Seventh Heaven street fair Brooklyn surprise whole block dedicate Taiwanese culture It right next Japan popcorn chicken amazing Transports back Taiwan Very light crispy savory dash spice gua bao good though I
Haswell Green's,4,$$,'New York,American (New),501,https://s3-media4.fl.yelpcdn.com/bphoto/n8jocKVkhhiEfiON75ls0w/o.jpg,Haswell Green quickly become favorite place drink NYC Conveniently locate across August Wilson great place grab brunch fry avo smash brisket hash BEC Everything yummy service good first table minute noon great place quite large establishment absolutely love see good live music A
shabushabu Mayumon,4,,'New York,Japanese,80,https://s3-media4.fl.yelpcdn.com/bphoto/OyFOxUCiy2cAM5D4wz16jw/o.jpg,Loved atmosphere simplicity elegance small space The food excellent hostess pleasant endear Visit Mayumon fancy style Japanese Shabu Shabu Wagyu beef Miyazaki Washugyu also Pork Belly Wagu Shabu reservation portion high quality meat excellent meat
Aldama,5,,'Brooklyn,Mexican,72,https://s3-media1.fl.yelpcdn.com/bphoto/vG5ecyJ0kA175rSX0je0zQ/o.jpg,modern Mexican mole happen vegan complex savory amaze super robust feature lot mezcal lime When go Aldama feel like Mexico And guess It Brooklyn wish able get outdoor seating already A I time many month time Really enjoy first time yet somehow get better time even despite change Z
Los Tacos No. 1,5,$$,'New York,Tacos,375,https://s3-media1.fl.yelpcdn.com/bphoto/QuV3olHa--a-kTpfxVzWAg/o.jpg,I really like place wish vegetarian option The ambience bustling cafeteria price relatively cheap This authentic get Not sure location open good one Chelsea market maybe Los Tacos never disappoint ate place every day NYC time taco taste better better wait back B
Hey Thai,4,,'New York,Thai,73,https://s3-media2.fl.yelpcdn.com/bphoto/_riWRNNMa8sPWbQ1z_AEFQ/o.jpg,This place relaxing ambiance There lot plant around nice rock fountain first enter Additionally aesthetic Thai Bye Thai positive Good location service decor food leave everything desire fried pork I order delivery Uber Eats I recently eat restaurant lunch restaurant cute ambiance I seat
Amici Ristorante,5,$$,'New York,Italian,183,https://s3-media4.fl.yelpcdn.com/bphoto/dR39Lx6HmiLNtYaAhzC85Q/o.jpg,I super hungry look place eat find food relatively ok pizza taste like pizza hut pizza spaghetti super fresh homemade everything fantastic We lasagna pasta vodka sauce fettuccini All pasta perfectly cook lure Italian restaurant area one stick among rest The appetizer arent overlook put side They Sim
Leroy's,1,,'Brooklyn,Cocktail Bars,22,https://s3-media1.fl.yelpcdn.com/bphoto/CG1BGOQ-CaOREmaQxfVVOQ/o.jpg,Leroy favorite neighborhood spot Great place grab seat bar enjoy cocktail food elite vibe My gf I go least Came second date traffic steady BUSY easily get spot bar I quite sure terrible date Sunday brunch The place empty Waited minute one come give u menu even take drink order Will back
Gage and Tollner,3,$$$$,'Brooklyn,American (Traditional),172,https://s3-media4.fl.yelpcdn.com/bphoto/vN5se42ue7wv8c8JohSiqg/o.jpg,experience Great service one last seated table felt bit rushed Food good Steak melt mouth Very R want visit place After finally get reservation thrill experience Gage Tollner We start It cousin dinner Christmas Holiday We make reservation arrive opening wait line We get lucky sit
Oma Grassa,4,,'Brooklyn,Pizza,15,https://s3-media2.fl.yelpcdn.com/bphoto/0YQopCj1RaOTv_GMKzP1nA/o.jpg,This place slap I love pizza I love lot style always enjoy solid slice I also eat lot pizza lb woman I dinner Oma Grassa Wednesday night An interesting pizza style cooking method dough one work Solid neopolitan pizza joint neighborhood lack good pizza I come friend try place previously use like Lily pizza
Ootoya Times Square,5,$$,'New York,Sushi Bars,1080,https://s3-media3.fl.yelpcdn.com/bphoto/mBXdPvxAeYXAunyWau1XpA/o.jpg,delicious Japanese every stop dinner blow away While dish definitely wonderful Japanese restaurant locate New York City The restaurant offer variety traditional Japanese dish include sushi I literally bad thing say visit It bit pricier side food dish good I say
Kyuramen - Chinatown,5,$$,'New York,Ramen,100,https://s3-media1.fl.yelpcdn.com/bphoto/mqk8Yu8aenIqJh5Yk38chg/o.jpg,Thai Iced tea top tier The interior new eye compliment amazing service give new fav spot nice friendly ramen okay interior design look good clean food service atmosphere Had birthday dinner friend would come back
Barely Disfigured,5,$$,'Brooklyn,Cocktail Bars,142,https://s3-media3.fl.yelpcdn.com/bphoto/AAgVpDEnAXYWRjnwYtATjQ/o.jpg,incredible place best place love cocktail wine also lit orderly cocktail bar Hostess front seat Not typical bar grab spot self serve Everything organize place use former brothel tip give luxurious bed take center stage back room Some patron sit A
Misirizzi,4,$$,'New York,Italian,197,https://s3-media4.fl.yelpcdn.com/bphoto/d7fxVg-QMUrP8vtRYXheug/o.jpg,favorite place area unbeatable happy hour special It small family vibe easily one better Italian place Italian dinner homemade pasta good wine The ambience romantic great date group friend catch The pasta Y I come weekend evening It overall cute spot area want Italian The food tasty I appreciate clearly
Xu's Public House,4,$$$,'New York,Chinese,142,https://s3-media1.fl.yelpcdn.com/bphoto/gxJEuySmIW1WEXM5tq5htA/o.jpg,I find place IG reel decide stop I come partner try food ambiance restaurant DR star food pricey special More pay interior design decoration location near Union Z I come bf Dinner movie boy surprised We order chicken fried rice soup dumpling General Tso The O
Itaewon Pocha,5,$$,'Fl 2',Gastropubs,244,https://s3-media3.fl.yelpcdn.com/bphoto/rY3OBdIvcSUWRHEm5JqFzQ/o.jpg,Need wing man Itaewon Pocha get From Korean Fried Chicken Wings variety drink like much put wing Came around Saturday meet friend prior bday party I one organize I detail get amaze actually go huge group people amaze fun go friend mine
Chef Huang Jian Bing & Peking Duck,4,,'New York,Chinese,51,https://s3-media1.fl.yelpcdn.com/bphoto/X0bnrN80tDyucd9bjWcTtA/o.jpg,Peking duck excellent If four people order whole duck You also get duck soup The scallion pancake egg B service attentive polite accommodate food I enjoy Peking duck lamb stew Both require sharing group come Tuesday night afterwork restaurant already pack good sign Luckily make reservation promptly B
Osteria La Baia,2,,'New York,Italian,75,https://s3-media3.fl.yelpcdn.com/bphoto/vvnwV1X3WSSE2JJAHN4Dqw/o.jpg,recommend walk fabulous atmosphere You greet amaze staff make experience amazing montepulciano wine Ambiance great food The reason star review make feel It beautiful restaurant pricing Came weekend girl night city Sadly leave disappointed overall For appetizer get burrata beef carpaccio The
Trattoria Trecolori,5,$$,'New York,Italian,2618,https://s3-media3.fl.yelpcdn.com/bphoto/nnfB_XDK58GS69n29d2E2A/o.jpg,neighborhood fancy place food service great Largest menu selection I think I ever see go birthday The food great Cozy atmosphere great team staff last minute dinner reservation restaurant Sunday accommodate The joint tuck away next
Butter Dose,3,,'New York,Bakeries,49,https://s3-media1.fl.yelpcdn.com/bphoto/SjdYhT9h9uekIUPCL8ro7w/o.jpg,This one best cream puff nyc know dare ppl give star incredible You expect cream puff much cute store I enjoy rise lychee cream puff though I come right closing option leave maybe cream place cream puff cream puff smaller side interesting flavor I try two different flavor Goma black
Loreto Italian Kitchen & Bar,4,,'Brooklyn,Lounges,102,https://s3-media2.fl.yelpcdn.com/bphoto/cW3fYqYyuKqHrmzxeg9-lA/o.jpg,I would rate Loreto four half wife I come dinner Saturday night l Dining room fill manage squeeze seat celebrate birthday last night We reservation come hour early accommodate u We table face Z date night girl night spot Barcley Pasta taste fresh authentic dish reasonably price The decor modern boho
Medusa The Greek,5,,'Brooklyn,Greek,204,https://s3-media2.fl.yelpcdn.com/bphoto/J_ip7OYcgVaFqeuQYvEWtA/o.jpg,I recently pleasure din Medusa Greek Taverna Park Slope Brooklyn I say absolutely fantastic experience The I Greek chicken Gyro side salad deliver The good come perfect packaging portion size great Very fill The salad time try Medusa Overall restraurant clean put together fast friendly great taste Got bunch
A Pasta Bar,5,$$$,'New York,Italian,479,https://s3-media2.fl.yelpcdn.com/bphoto/4VDTeJrDb4PTdSiVLEeCag/o.jpg,I love experience A Pasta Bar I reserve table Resy pretty small spot inside interior decor great service I highly recommend try pasta spot service great attentive friendly staff go beyond ensure delightful A see IG story place omakase like pasta tasting A Pasta Bar disappoint The pasta tasting good
Marian's,3,,'New York,American (New),46,https://s3-media3.fl.yelpcdn.com/bphoto/ed0N5KMeLx7A5uftPIWsDQ/o.jpg,come brunch Saturday able sit outside We pretty big group able accommodate u Meh Expected brunch I tell juice fresh squeeze orange juice taste like I order roll omelette Marian ok There great atmosphere seem like would perfect spot get apps drink Service
Mels,5,,'New York,Pizza,66,https://s3-media3.fl.yelpcdn.com/bphoto/PUochzXop_hck3Dt8pLuKQ/o.jpg,I eat Mels couple time NYC absolutely love go place drink pizza dessert service everything else B coal fire pizza restaurant modern upscale vibe start bibb salad It generous portion size B husband rather pizza snob love Mels I concern menu seem one note nothing spectacular But get squash Bunny
Do Not Disturb,4,,'New York,Speakeasies,26,https://s3-media3.fl.yelpcdn.com/bphoto/HhP15m1mCdyJ-p8IuRXfpg/o.jpg,area late night friend yelp place open Randomly select DND boy I happy We idea speak It go really hard top meal year I start year strong one first stop Jan could drag rating nice cocktail bar step speakeasy cocktail well balance well make definitely star
Kettl,4,,'Brooklyn,Tea Rooms,39,https://s3-media1.fl.yelpcdn.com/bphoto/VO4wIf8geCvwXgdkPLGzKA/o.jpg,favorite Japanese tea room Brooklyn I hear place daughter live locally get curious I finally get A good really put service This place highly recommend u decide stop one cold afternoon We J weather Saturday afternoon pleasant I decide grab matcha latte walk around Greenpoint Kettl minute away G
Sweet Chick,5,$$,'Brooklyn,Southern,2233,https://s3-media2.fl.yelpcdn.com/bphoto/kBq_zUF9YFhSJir7l1T75Q/o.jpg,chill music good This spot basically self service fast food order QR code food bring J buttermilk biscuit classic Chicken Waffles Chicken Sausage Egg Cheese Buttermilk biscuit Chicken biscuit make well I think I go I look chicken waffle disappoint In term flavor time order food hit A
The Naked Pig,5,,'New York,American (New),7,https://s3-media1.fl.yelpcdn.com/bphoto/I8c1mtOLPfZB45qU-CgD4A/o.jpg,Walking felt like deja vu Then I realize The Naked Pig formally Amy Fontaine So review remain like amazing food staff J food friendly staff Interior comfortable music bit noisy Split salad shepherd pie The burger look good Food solid B host server friendly accommodate The ambiance Saturday afternoon pretty lively chatty hard
Gus’s Chop House,5,,'Brooklyn,Modern European,21,https://s3-media3.fl.yelpcdn.com/bphoto/lB6MQ-1nk31goxYbmQpmEw/o.jpg,Went Gus Chop House early dinner Tuesday night Gus Burger live hype sure enjoy one classic partner I wonderful meal week ago The space elegant modern without feel pretentious We start Leeks la This excellent neighborhood restaurant nearby love delicious twist classic plenty dollar It place I
Boran,5,$$,'Brooklyn,Thai,259,https://s3-media1.fl.yelpcdn.com/bphoto/CdJGVQTS66w4lBfgqanBAw/o.jpg,This place amaze You could ask traditional authentic Thai restaurant Everyone genuinely nice service amaze Saturday afternoon seat immediately Also extremely cold lower waittime Our table four order two Z Great little Thai restaurant Carroll garden It look like somewhere really special exterior food arrive A
Electric Lemon,1,$$$,'Fl 24',American (New),330,https://s3-media4.fl.yelpcdn.com/bphoto/lIBtdUQxGQGudsESXVMmHA/o.jpg,floor Equinox Hotel Electric Lemon feel like special journey restaurant get When first walk Maitre need treat patron equally I arrive time reservation early dinner I tell maitre The service really bad The bartender actively avoid eye contact would help u yell get attention Our drink
Hart's Restaurant,5,$$$,'Brooklyn,American (New),118,https://s3-media4.fl.yelpcdn.com/bphoto/X8_YtrjSmb-dX9O2lLWlVQ/o.jpg,Hart sister restaurant Cervo great place dinner Heights The seafood delicious My favorite dish night I take girl date The place small comfortable Seats people A good spot date pricey B I sure describe food perfection When I take bite tuna appetizer I actually take moment I go
Bedford Gardens Restaurant ,3,$$,'Brooklyn,Sushi Bars,43,https://s3-media2.fl.yelpcdn.com/bphoto/z1aAset-FDhsppfBFB5E0A/o.jpg,It everyday find casual spot favorite cuisine house one place Contrary name Bedford Food Hall actually carry delight place interesting set like food hall sit service You hand menu ability delivery chirashi bowl fresh The fish smell lot smoky season rice
Ci Siamo,5,$$$,'Ste 100',Italian,268,https://s3-media3.fl.yelpcdn.com/bphoto/Sc2AdduIiIcN7U36j_wstQ/o.jpg,atmosphere staff Great location The open concept kitchen great sit close get sneak peek decide want PHENOMENAL ACROSS BOARD From Hosts Jesse Team SPECTACULAR Waitperson AARON get request Floor There elevator take restaurant third floor You greet sofa small table bar dozen
Marian's,3,,'New York,American (New),46,https://s3-media3.fl.yelpcdn.com/bphoto/ed0N5KMeLx7A5uftPIWsDQ/o.jpg,come brunch Saturday able sit outside We pretty big group able accommodate u Meh Expected brunch I tell juice fresh squeeze orange juice taste like I order roll omelette Marian ok There great atmosphere seem like would perfect spot get apps drink Service
Mels,5,,'New York,Pizza,66,https://s3-media3.fl.yelpcdn.com/bphoto/PUochzXop_hck3Dt8pLuKQ/o.jpg,I eat Mels couple time NYC absolutely love go place drink pizza dessert service everything else B coal fire pizza restaurant modern upscale vibe start bibb salad It generous portion size B husband rather pizza snob love Mels I concern menu seem one note nothing spectacular But get squash Bunny
Do Not Disturb,4,,'New York,Speakeasies,26,https://s3-media3.fl.yelpcdn.com/bphoto/HhP15m1mCdyJ-p8IuRXfpg/o.jpg,area late night friend yelp place open Randomly select DND boy I happy We idea speak It go really hard top meal year I start year strong one first stop Jan could drag rating nice cocktail bar step speakeasy cocktail well balance well make definitely star
Kettl,4,,'Brooklyn,Tea Rooms,39,https://s3-media1.fl.yelpcdn.com/bphoto/VO4wIf8geCvwXgdkPLGzKA/o.jpg,favorite Japanese tea room Brooklyn I hear place daughter live locally get curious I finally get A good really put service This place highly recommend u decide stop one cold afternoon We J weather Saturday afternoon pleasant I decide grab matcha latte walk around Greenpoint Kettl minute away G
Osteria Brooklyn,3,$$$,'Brooklyn,Italian,191,https://s3-media2.fl.yelpcdn.com/bphoto/fV8MgayoafJCoO5lQF-Whg/o.jpg,I recently visit Italian restaurant truly exceed expectation From moment I walk I greet warm hospitality aroma Food amaze service slow Valentine Day leave around love jazz playlist keep I come girlfriend Valentine Day dinner I wish I know severely unprepared understaffed would A lot wait
Gus’s Chop House,5,,'Brooklyn,Modern European,21,https://s3-media3.fl.yelpcdn.com/bphoto/lB6MQ-1nk31goxYbmQpmEw/o.jpg,Went Gus Chop House early dinner Tuesday night Gus Burger live hype sure enjoy one classic partner I wonderful meal week ago The space elegant modern without feel pretentious We start Leeks la This excellent neighborhood restaurant nearby love delicious twist classic plenty dollar It place I
Boran,5,$$,'Brooklyn,Thai,259,https://s3-media1.fl.yelpcdn.com/bphoto/CdJGVQTS66w4lBfgqanBAw/o.jpg,This place amaze You could ask traditional authentic Thai restaurant Everyone genuinely nice service amaze Saturday afternoon seat immediately Also extremely cold lower waittime Our table four order two Z Great little Thai restaurant Carroll garden It look like somewhere really special exterior food arrive A
Dim Sum Palace,4,$$,'New York,Dim Sum,360,https://s3-media2.fl.yelpcdn.com/bphoto/eSaOLayWbkTQ9r3fq1evzg/o.jpg,Looking outside ca see much Once walk big dining room table table could sit even wait get table eventually place get quite busy would recommend get early food expensive chinatown worth want trek would recommend dim sum since twice expensive
Electric Lemon,1,$$$,'Fl 24',American (New),330,https://s3-media4.fl.yelpcdn.com/bphoto/lIBtdUQxGQGudsESXVMmHA/o.jpg,floor Equinox Hotel Electric Lemon feel like special journey restaurant get When first walk Maitre need treat patron equally I arrive time reservation early dinner I tell maitre The service really bad The bartender actively avoid eye contact would help u yell get attention Our drink
Hart's Restaurant,5,$$$,'Brooklyn,American (New),118,https://s3-media4.fl.yelpcdn.com/bphoto/X8_YtrjSmb-dX9O2lLWlVQ/o.jpg,Hart sister restaurant Cervo great place dinner Heights The seafood delicious My favorite dish night I take girl date The place small comfortable Seats people A good spot date pricey B I sure describe food perfection When I take bite tuna appetizer I actually take moment I go
Bedford Gardens Restaurant ,3,$$,'Brooklyn,Sushi Bars,43,https://s3-media2.fl.yelpcdn.com/bphoto/z1aAset-FDhsppfBFB5E0A/o.jpg,It everyday find casual spot favorite cuisine house one place Contrary name Bedford Food Hall actually carry delight place interesting set like food hall sit service You hand menu ability delivery chirashi bowl fresh The fish smell lot smoky season rice
Ci Siamo,5,$$$,'Ste 100',Italian,268,https://s3-media3.fl.yelpcdn.com/bphoto/Sc2AdduIiIcN7U36j_wstQ/o.jpg,atmosphere staff Great location The open concept kitchen great sit close get sneak peek decide want PHENOMENAL ACROSS BOARD From Hosts Jesse Team SPECTACULAR Waitperson AARON get request Floor There elevator take restaurant third floor You greet sofa small table bar dozen
Yemen chuanchuan 爺们串串 爷们串串,3,,'New York,Szechuan,13,https://s3-media2.fl.yelpcdn.com/bphoto/qN1CVFYlSHzNoHUuIvIXeA/o.jpg,The first skewer place I New York You pick skewer first kitchen cook All food pretty fresh The last night since near hotel I assume go like hot pot place Northern VA area boy I interesting experience able pick food skewer Bear mind price escalate pretty quickly since portion relatively small per
Karczma,5,$$,'Brooklyn,Polish,663,https://s3-media4.fl.yelpcdn.com/bphoto/fq34YbxWtQplkxnfWkAZeA/o.jpg,cozy charm place enjoy delicious Polish cuisine great beer Look lovely restaurant With I This remnant Greenpoint Little Poland neighborhood hang always pack booth fill patron order plate review great food music service vibe love shit like yeah neighborhood change B
PALPAL,3,,'New York,Korean,115,https://s3-media1.fl.yelpcdn.com/bphoto/oX-uUqcnBFWww0t3MF57rw/o.jpg,I first hear PALPAL ago Tiktok I remember think would another overhyped fusion restaurant I would frequently Z easy make reservation modern dark ambiance inside still feel like open concept kitchen love watch chef I Palpal bookmarked friend I look spot dinner Friday night I suggest I able make
Fob Brooklyn,5,$$,'Brooklyn,Filipino,307,https://s3-media1.fl.yelpcdn.com/bphoto/BSUtW4z4BRKyvJERWGzIyg/o.jpg,I love place sooo much FOB exceed expectation Filipino resturant I ever This place amazing food modest Hey amigo time little tough love If look refine Filipino cuisine might want give spot start I list disappoint The vibe chill space airy without large footprint I make Y
Hudson Bar Room,4,$$,'New York,Breakfast & Brunch,25,https://s3-media2.fl.yelpcdn.com/bphoto/avupW9raXA7RAp824a0KRw/o.jpg,stay Four Points restaurant hotel There something everyone menu The Hot Honey chicken sandwich great point bar bite nothing crazy Menu give make scratch feel even though may But want NYC today see old friend Stopped coffee My buddy also order bloody Mary really enjoy It bacon A
Malatesta Trattoria,5,$$,'New York,Italian,1342,https://s3-media3.fl.yelpcdn.com/bphoto/Ta-XuKa0JWytnr_z6Ci3BA/o.jpg,I casually stumble upon little gem walk West Village I glad I find place The moment walk dimly light plan take family Fiaschetteria due long line grow hunger family I scramble find something else go party go spinach gnocchi The gorgonzola sauce overwhelmingly stinky main deterrent blue
Jajaja Mexicana,3,$$,'New York,Mexican,586,https://s3-media2.fl.yelpcdn.com/bphoto/uWbBN6yZcR5TMFY0W0RmYQ/o.jpg,go Jajaja year incredible would never know eat Vegan favorite beet pumpkin This place cool I would give star quite feel sufficient would ideal go business lunch partner may new style restaurant A plate pack variety healthy fill option time last visit
no. 7,4,,'Brooklyn,American (New),8,https://s3-media2.fl.yelpcdn.com/bphoto/si-Vh_hrPyzc3lP4fRt1hg/o.jpg,mean try spot since move Vanderbilt It great greet immediately give nice table Our waitress come B Popped new weeknight week overall good meal though I know exactly I I come back While cocktail I wait open month So cute inside real neighborhood feel Really good drink wine beer selection I eat
PMF Pardon My French,5,$$,'New York,French,1113,https://s3-media3.fl.yelpcdn.com/bphoto/X8eWP2AqEiktrGTr3th8JA/o.jpg,spot Valentine team awesome great vibe strong place sexy Starting wait staff bartender Oh La La Came friend Birthday blast ambiance Cosy winter friend gather food also delicious A
Mezze on the River,4,,'New York,Seafood,83,https://s3-media2.fl.yelpcdn.com/bphoto/mBK_4HLwi7OrdUsdqDtcbg/o.jpg,If want feel like Mediterranean overlooking city battery park book table service Stephanie Celestra locate right next Hudson River waterfront give great view river We happen arrive sunset beautiful Z This restaurant locate Hudson River Views amaze It little hard find It locate residential building complex
The Esters,5,,'Brooklyn,Cocktail Bars,7,https://s3-media2.fl.yelpcdn.com/bphoto/L52zbdQpmIqiwkRFoCLU_Q/o.jpg,corner bar outdoor seating cheese plate watch minimum word count This great spot catch old friend It quiet bar keep friendly vibe chill I order pizza upon cute new place Greenpoint turn sister restaurant Tuffet Williamsburg We enjoy cocktail meat
Los Dos Hermanos,5,,'Brooklyn,Tapas Bars,31,https://s3-media4.fl.yelpcdn.com/bphoto/N6aBAJIRKIyd5kh4RF2k2w/o.jpg,fresh agave fresh Devine guacamole salsa Enchiladas tostados quesadilla Stop Nice people authentic food J Dos Hermanos cute restaurant shady block Brooklyn A friend I look place food drink I like stop visit family BK I never bad experience The waiter owner always polite friendly The food
Lucali,5,$$,'Brooklyn,Pizza,1949,https://s3-media3.fl.yelpcdn.com/bphoto/Yl_eZ_DW_iaumnU-pfSoaw/o.jpg,Lucali one place hyped almost impossible live expectation Except many reason X Lucali The first person line report arrive They take reservation right able seat Attracting celebrity like Beyoncé like along world famous gourmand Lucali seem lack foot I
