Name,Rating,Pricing,Location,Reviews,Review Count,Cuisine,Number of Reviews,image_url
Do Not Disturb,4,,"['285 W 12th St', 'New York, NY 10014']","[{'text': 'Was in the area late night with my friend and yelped for places that were open. Randomly selected DND, and boy, was I happy! We had no idea it was a speak...', 'reviewer': 'Tremaine R.', 'reviewer_id': 'QM_Irutg-UwxhFhyAyH0Sw', 'rating': 5}, {'text': ""It's going to be really hard to top this meal this year. I started the year off so strong with having this be one of my first stops in Jan!\n\nI could drag on..."", 'reviewer': 'Sarah P.', 'reviewer_id': 'PQRrKlyxZ8mJponoP8MU5Q', 'rating': 5}, {'text': '-overall rating: 3.5\n- nice cocktail bar but a few steps does not a speakeasy make\n- the cocktails are well balanced and well made, definitely the star of...', 'reviewer': 'Casey W.', 'reviewer_id': 'Pk5pWlKt7GkDUDtaSYb-NQ', 'rating': 4}]",3,Speakeasies,26,https://s3-media3.fl.yelpcdn.com/bphoto/HhP15m1mCdyJ-p8IuRXfpg/o.jpg
Kettl,4,,"['70 Greenpoint Ave', 'Brooklyn, NY 11222']","[{'text': 'My favorite Japanese tea room in Brooklyn. I have only heard of this place from my daughter who lives locally, and it got me curious. \nWhen I finally got to...', 'reviewer': 'Regina A.', 'reviewer_id': 'Voy-YNKSefXEX6RJUe7Yiw', 'rating': 5}, {'text': 'Lattes were good but we were really put off by the service. This place was highly recommended to us so we decided to stop in one cold afternoon. We were the...', 'reviewer': 'J R.', 'reviewer_id': '_XwQUuWet-VKEYLgaEO00w', 'rating': 3}, {'text': 'The weather on Saturday afternoon was pleasant, so I decided to grab a matcha latte and walk around Greenpoint. Kettl is a few minutes away from the G...', 'reviewer': 'Tiffany L.', 'reviewer_id': 'ed6glKJ-M3trlPdXofA4ew', 'rating': 4}]",3,Tea Rooms,39,https://s3-media1.fl.yelpcdn.com/bphoto/VO4wIf8geCvwXgdkPLGzKA/o.jpg
Sweet Chick,5,$$,"['164 Bedford Ave', 'Brooklyn, NY 11211']","[{'text': 'Ambience was very chill, and music was good. This spot is basically a self service fast food, as you order from a QR code and the food was brought out...', 'reviewer': 'Stephanie J.', 'reviewer_id': 'miqItYLJt-WrUGvPvCc7qA', 'rating': 3}, {'text': 'Ordered a buttermilk biscuit, classic Chicken & Waffles, and a Chicken Sausage, Egg & Cheese Buttermilk biscuit. Chicken and biscuits were made well!\n\nThis...', 'reviewer': 'Arthur T.', 'reviewer_id': '0IHXx759icfM3JvRUf-ssQ', 'rating': 4}, {'text': 'I think I went here when I was looking for chicken and waffles, and it did not disappoint. In terms of flavor, time from order to  when the food to hit my...', 'reviewer': 'Esther A.', 'reviewer_id': 'slI3vIrxNholOCty6-8Bkg', 'rating': 5}]",3,Southern,2233,https://s3-media2.fl.yelpcdn.com/bphoto/kBq_zUF9YFhSJir7l1T75Q/o.jpg
The Naked Pig,5,,"['922 3rd Ave', 'New York, NY 10022']","[{'text': ""Walking in felt like deja vu. Then I realized The Naked Pig was formally Amy Fontaine's. So my review will remain the same just like the amazing food, staff..."", 'reviewer': 'Christy J.', 'reviewer_id': 'od78e_VNCO-vfwyarR3W_A', 'rating': 4}, {'text': 'Nice food and friendly staff. Interior is comfortable, but music is a bit noisy. Split a salad and shepherds pie. The burgers looked good. Food was solid,...', 'reviewer': 'Chris B.', 'reviewer_id': '-ViTsnmm4bxo27LGA3cXqQ', 'rating': 4}, {'text': 'From the host to the servers, they were very friendly and accommodating. The ambiance on a Saturday afternoon is pretty lively and chatty, so it was hard to...', 'reviewer': 'Nikki C.', 'reviewer_id': '84FupYGApFNcO0hlKLD_sw', 'rating': 5}]",3,American (New),7,https://s3-media1.fl.yelpcdn.com/bphoto/I8c1mtOLPfZB45qU-CgD4A/o.jpg
Gus’s Chop House,5,,"['215 Union St', 'Brooklyn, NY 11231']","[{'text': ""Went to Gus's Chop House for an early dinner on Tuesday night. Gus's Burger lives up to the hype and be sure to enjoy it with one of their classic..."", 'reviewer': 'Ryan F.', 'reviewer_id': 'KNI32keq5Xl2JYIppfDfHg', 'rating': 5}, {'text': 'My partner and I had a wonderful meal here a few weeks ago. The space is elegant and modern without feeling pretentious. We started with the Leeks a la...', 'reviewer': 'Angie T.', 'reviewer_id': '-TM0OqfU4NM3ubwn-9nkhA', 'rating': 5}, {'text': ""This is an excellent neighborhood restaurant to have nearby if you love delicious twists on the classics, and have plenty of dollars. It's not a place I..."", 'reviewer': 'Peter D.', 'reviewer_id': 'ITa3vh5ERI90G_WP4SmGUQ', 'rating': 5}]",3,Modern European,21,https://s3-media3.fl.yelpcdn.com/bphoto/lB6MQ-1nk31goxYbmQpmEw/o.jpg
Boran,5,$$,"['462 Court St', 'Brooklyn, NY 11231']","[{'text': ""This place is amazing. You couldn't ask for a more traditional and authentic Thai restaurant. Everyone is so genuinely nice and the service is amazing. 10/5..."", 'reviewer': 'Jason T.', 'reviewer_id': '4OzgfuzBT52sfMkYV64x0w', 'rating': 5}, {'text': 'Came here on a Saturday afternoon and was seated immediately. Also, as it was extremely cold, there was a lower waittime. Our table of four ordered two...', 'reviewer': 'Winnie Z.', 'reviewer_id': 'tFuiTbMOV5JBNXvJdb6ZWQ', 'rating': 4}, {'text': ""Great little Thai restaurant in Carroll gardens! It doesn't look like somewhere really special from the exterior, but once the food arrives, you'll be..."", 'reviewer': 'Yamini A.', 'reviewer_id': 'CtMNpUmtr8nQcls1xINLNA', 'rating': 5}]",3,Thai,259,https://s3-media1.fl.yelpcdn.com/bphoto/CdJGVQTS66w4lBfgqanBAw/o.jpg
Electric Lemon,1,$$$,"['33 Hudson Yards', 'Fl 24', 'New York, NY 10001']","[{'text': 'Situated on the 24th floor of the Equinox Hotel, Electric Lemon feels like a special journey of a restaurant to get to. When you first walk in from the...', 'reviewer': 'Joanna M.', 'reviewer_id': 'UjQc4S7kDuhtl7JVpyurqQ', 'rating': 4}, {'text': ""Maitre'd need to treat all patrons equally.  I arrived at the time of my reservation - 5:45pm which was early for dinner.  I told the maitre d that my..."", 'reviewer': 'Yelper K.', 'reviewer_id': 'xEVe6sePIt6rgfD096tFEg', 'rating': 3}, {'text': ""The service was really bad. The bartender actively avoided eye contact so that he wouldn't help us until we had to yell to get his attention. Our drinks..."", 'reviewer': 'Jennifer E.', 'reviewer_id': 'kPajfPcTCrd2ZYKcPiRD9Q', 'rating': 1}]",3,American (New),330,https://s3-media4.fl.yelpcdn.com/bphoto/lIBtdUQxGQGudsESXVMmHA/o.jpg
Hart's Restaurant,5,$$$,"['506 Franklin Ave', 'Brooklyn, NY 11238']","[{'text': ""Hart's, sister restaurant of Cervo's, is a great place for dinner in Bed-stuy/Crown Heights. The seafood here is delicious!! My favorite dish of the night..."", 'reviewer': 'Xonatia L.', 'reviewer_id': 'UZ85lUXZSIoTVEAlmfr-1A', 'rating': 5}, {'text': 'So, I took my girl out on a date here. The place was small but comfortable. Seats about 20-24 people. A good spot for a date night.\n\nFelt it was pricey for...', 'reviewer': 'Christian B.', 'reviewer_id': 'RGBxKJ5klkJNJb9OMbHQyw', 'rating': 3}, {'text': ""I'm not sure how to describe the food other than perfection. When I took a bite into the tuna appetizer I actually had to take a moment for myself. I went..."", 'reviewer': 'Gabriella N.', 'reviewer_id': '8DKyPEY0q1cX6j_ISskLAQ', 'rating': 5}]",3,American (New),118,https://s3-media4.fl.yelpcdn.com/bphoto/X8_YtrjSmb-dX9O2lLWlVQ/o.jpg
Bedford Gardens Restaurant ,3,$$,"['172 Bedford Ave', 'Brooklyn, NY 11249']","[{'text': ""It's not everyday that you find a casual spot with all your favorite cuisines housed in one place. Contrary to its name, Bedford Food Hall actually carries..."", 'reviewer': 'Vianna C.', 'reviewer_id': 'VhST-qBAr3l8ysI_QrBTDA', 'rating': 5}, {'text': 'What a delight  \n\nThis place is interesting because it is set up like a ""food hall"" but it is sit down service. You are handed a menu with the ability to...', 'reviewer': 'Brittney P.', 'reviewer_id': 'i9rH5-NuYFnZhTMAqHCRQg', 'rating': 5}, {'text': 'Granted this was for delivery, but the chirashi bowl was not fresh. The fish smelled off and there was a lot of smoky seasoning on the rice which...', 'reviewer': 'Anna T.', 'reviewer_id': 'nd76rOtm9zlKGL577MprIw', 'rating': 3}]",3,Sushi Bars,43,https://s3-media2.fl.yelpcdn.com/bphoto/z1aAset-FDhsppfBFB5E0A/o.jpg
Ci Siamo,5,$$$,"['440 West 33rd St', 'Ste 100', 'New York, NY 10001']","[{'text': 'Amazing atmosphere and staff! Great location. The open concept kitchen is great and if you sit close you can get some sneak peeks and decide what you want!...', 'reviewer': 'Jake S.', 'reviewer_id': 'c30tvUaoYphpTd9rcL6xjQ', 'rating': 5}, {'text': ""PHENOMENAL!!!!! 10s ACROSS the BOARD! From the Hosts Jesse & Team, our SPECTACULAR Waitperson AARON (if you don't get him, request him!), to the Floor..."", 'reviewer': 'JL H.', 'reviewer_id': 'NxXI7vgAwHVANgwpJ5Mh7A', 'rating': 5}, {'text': ""There's an elevator to take to you to the restaurant which is on the third floor. You're greeted with sofas and small tables and a bar with about a dozen..."", 'reviewer': 'Christina V.', 'reviewer_id': 'rnbtjrCgKS3-T7n0mrrBqg', 'rating': 5}]",3,Italian,268,https://s3-media3.fl.yelpcdn.com/bphoto/Sc2AdduIiIcN7U36j_wstQ/o.jpg
Marian's,3,,"['24 Greenwich Ave', 'New York, NY 10011']","[{'text': 'We came here for brunch on a Saturday and were able to sit outside. We had a pretty big group (8) and they were able to accommodate us which was...', 'reviewer': 'Megan H.', 'reviewer_id': '6jRqxp85STFHQeStdggTrA', 'rating': 5}, {'text': ""Meh. Expected more for brunch - I was told the juices were fresh squeezed, but the orange juice didn't taste like it. I ordered the rolled omelette, and the..."", 'reviewer': 'Erika K.', 'reviewer_id': 'yft_u7WTLII6q1zR5l3cNw', 'rating': 2}, {'text': ""Marian's was just ok. There is a great ambiance/ atmosphere and it seems like it would be a perfect spot to just get some apps and a drink. Service was..."", 'reviewer': 'Brian R.', 'reviewer_id': 'apyW1oly3I8SY4rQfhwVMw', 'rating': 3}]",3,American (New),46,https://s3-media3.fl.yelpcdn.com/bphoto/ed0N5KMeLx7A5uftPIWsDQ/o.jpg
Mels,5,,"['85 10th Ave', 'New York, NY 10011']","[{'text': 'I ate at Mels a couple of times  when in NYC, and absolutely loved it.\nMy to go place from the drinks, the pizza, dessert, service and everything else....', 'reviewer': 'Deborah B.', 'reviewer_id': '7fjsev7eSSeIZMDau5iASA', 'rating': 5}, {'text': 'This is an Italian-inspired coal fired pizza restaurant with a modern, upscale vibe. \n\nTo start, we had the bibb salad. It was a generous portion size and...', 'reviewer': 'Maggie B.', 'reviewer_id': 'jNKKoDWxBcSFRYNvA2hqBA', 'rating': 5}, {'text': 'My husband is rather a pizza snob but loves Mels!  I was concern the menu seemed one noted and nothing spectacular or wow-ing.  But we got the squash...', 'reviewer': 'Sun Bunny 4.', 'reviewer_id': 'mnxr28tgpnftFIWSS62thg', 'rating': 5}]",3,Pizza,66,https://s3-media3.fl.yelpcdn.com/bphoto/PUochzXop_hck3Dt8pLuKQ/o.jpg
Do Not Disturb,4,,"['285 W 12th St', 'New York, NY 10014']","[{'text': 'Was in the area late night with my friend and yelped for places that were open. Randomly selected DND, and boy, was I happy! We had no idea it was a speak...', 'reviewer': 'Tremaine R.', 'reviewer_id': 'QM_Irutg-UwxhFhyAyH0Sw', 'rating': 5}, {'text': ""It's going to be really hard to top this meal this year. I started the year off so strong with having this be one of my first stops in Jan!\n\nI could drag on..."", 'reviewer': 'Sarah P.', 'reviewer_id': 'PQRrKlyxZ8mJponoP8MU5Q', 'rating': 5}, {'text': '-overall rating: 3.5\n- nice cocktail bar but a few steps does not a speakeasy make\n- the cocktails are well balanced and well made, definitely the star of...', 'reviewer': 'Casey W.', 'reviewer_id': 'Pk5pWlKt7GkDUDtaSYb-NQ', 'rating': 4}]",3,Speakeasies,26,https://s3-media3.fl.yelpcdn.com/bphoto/HhP15m1mCdyJ-p8IuRXfpg/o.jpg
Kettl,4,,"['70 Greenpoint Ave', 'Brooklyn, NY 11222']","[{'text': 'My favorite Japanese tea room in Brooklyn. I have only heard of this place from my daughter who lives locally, and it got me curious. \nWhen I finally got to...', 'reviewer': 'Regina A.', 'reviewer_id': 'Voy-YNKSefXEX6RJUe7Yiw', 'rating': 5}, {'text': 'Lattes were good but we were really put off by the service. This place was highly recommended to us so we decided to stop in one cold afternoon. We were the...', 'reviewer': 'J R.', 'reviewer_id': '_XwQUuWet-VKEYLgaEO00w', 'rating': 3}, {'text': 'The weather on Saturday afternoon was pleasant, so I decided to grab a matcha latte and walk around Greenpoint. Kettl is a few minutes away from the G...', 'reviewer': 'Tiffany L.', 'reviewer_id': 'ed6glKJ-M3trlPdXofA4ew', 'rating': 4}]",3,Tea Rooms,39,https://s3-media1.fl.yelpcdn.com/bphoto/VO4wIf8geCvwXgdkPLGzKA/o.jpg
Osteria Brooklyn,3,$$$,"['458 Myrtle Ave', 'Brooklyn, NY 11205']","[{'text': 'I recently visited an Italian restaurant that truly exceeded my expectations. From the moment I walked in, I was greeted with warm hospitality and the aroma...', 'reviewer': 'Doreen L.', 'reviewer_id': 'Dq_Jkpx4xpbh4iofayOr6g', 'rating': 5}, {'text': ""Food was amazing but the service was slow on Valentine's Day. \nReservation 730pm - left around 10:30pm\n\nI loved the jazz playlist they had on - i kept on..."", 'reviewer': 'Gertrude C.', 'reviewer_id': '7xn04phT5wK498Gaj73wqg', 'rating': 3}, {'text': ""I came here with my girlfriend for a Valentine's Day dinner. I wish I had known how severely unprepared and understaffed they would be. A lot of the wait..."", 'reviewer': 'Robert M.', 'reviewer_id': '42DAKnbcd3kJNNtGsRT1Iw', 'rating': 3}]",3,Italian,191,https://s3-media2.fl.yelpcdn.com/bphoto/fV8MgayoafJCoO5lQF-Whg/o.jpg
Gus’s Chop House,5,,"['215 Union St', 'Brooklyn, NY 11231']","[{'text': ""Went to Gus's Chop House for an early dinner on Tuesday night. Gus's Burger lives up to the hype and be sure to enjoy it with one of their classic..."", 'reviewer': 'Ryan F.', 'reviewer_id': 'KNI32keq5Xl2JYIppfDfHg', 'rating': 5}, {'text': 'My partner and I had a wonderful meal here a few weeks ago. The space is elegant and modern without feeling pretentious. We started with the Leeks a la...', 'reviewer': 'Angie T.', 'reviewer_id': '-TM0OqfU4NM3ubwn-9nkhA', 'rating': 5}, {'text': ""This is an excellent neighborhood restaurant to have nearby if you love delicious twists on the classics, and have plenty of dollars. It's not a place I..."", 'reviewer': 'Peter D.', 'reviewer_id': 'ITa3vh5ERI90G_WP4SmGUQ', 'rating': 5}]",3,Modern European,21,https://s3-media3.fl.yelpcdn.com/bphoto/lB6MQ-1nk31goxYbmQpmEw/o.jpg
Boran,5,$$,"['462 Court St', 'Brooklyn, NY 11231']","[{'text': ""This place is amazing. You couldn't ask for a more traditional and authentic Thai restaurant. Everyone is so genuinely nice and the service is amazing. 10/5..."", 'reviewer': 'Jason T.', 'reviewer_id': '4OzgfuzBT52sfMkYV64x0w', 'rating': 5}, {'text': 'Came here on a Saturday afternoon and was seated immediately. Also, as it was extremely cold, there was a lower waittime. Our table of four ordered two...', 'reviewer': 'Winnie Z.', 'reviewer_id': 'tFuiTbMOV5JBNXvJdb6ZWQ', 'rating': 4}, {'text': ""Great little Thai restaurant in Carroll gardens! It doesn't look like somewhere really special from the exterior, but once the food arrives, you'll be..."", 'reviewer': 'Yamini A.', 'reviewer_id': 'CtMNpUmtr8nQcls1xINLNA', 'rating': 5}]",3,Thai,259,https://s3-media1.fl.yelpcdn.com/bphoto/CdJGVQTS66w4lBfgqanBAw/o.jpg
Dim Sum Palace,4,$$,"['59 2nd Ave', 'New York, NY 10003']","[{'text': ""Looking from the outside, you can't see much. Once you walk in there is a big dining room with 8 tables of 4 and 3 tables of 10 that could sit even more...."", 'reviewer': 'Jason M.', 'reviewer_id': 'DjiTQpTqEfCiq2SkMFQWeg', 'rating': 5}, {'text': 'Came here at 11 and there was no wait to get a table, but eventually this place got quite busy, so would recommend getting here early. \n\nThe food itself was...', 'reviewer': 'Nina C.', 'reviewer_id': 'BWt3yY1QzCNgJtR7taHp4A', 'rating': 2}, {'text': ""- more expensive than chinatown but worth it if you don't want to trek down there\n- wouldn't recommend the dim sum since it's about twice as expensive as..."", 'reviewer': 'Casey W.', 'reviewer_id': 'Pk5pWlKt7GkDUDtaSYb-NQ', 'rating': 4}]",3,Dim Sum,360,https://s3-media2.fl.yelpcdn.com/bphoto/eSaOLayWbkTQ9r3fq1evzg/o.jpg
Electric Lemon,1,$$$,"['33 Hudson Yards', 'Fl 24', 'New York, NY 10001']","[{'text': 'Situated on the 24th floor of the Equinox Hotel, Electric Lemon feels like a special journey of a restaurant to get to. When you first walk in from the...', 'reviewer': 'Joanna M.', 'reviewer_id': 'UjQc4S7kDuhtl7JVpyurqQ', 'rating': 4}, {'text': ""Maitre'd need to treat all patrons equally.  I arrived at the time of my reservation - 5:45pm which was early for dinner.  I told the maitre d that my..."", 'reviewer': 'Yelper K.', 'reviewer_id': 'xEVe6sePIt6rgfD096tFEg', 'rating': 3}, {'text': ""The service was really bad. The bartender actively avoided eye contact so that he wouldn't help us until we had to yell to get his attention. Our drinks..."", 'reviewer': 'Jennifer E.', 'reviewer_id': 'kPajfPcTCrd2ZYKcPiRD9Q', 'rating': 1}]",3,American (New),330,https://s3-media4.fl.yelpcdn.com/bphoto/lIBtdUQxGQGudsESXVMmHA/o.jpg
Hart's Restaurant,5,$$$,"['506 Franklin Ave', 'Brooklyn, NY 11238']","[{'text': ""Hart's, sister restaurant of Cervo's, is a great place for dinner in Bed-stuy/Crown Heights. The seafood here is delicious!! My favorite dish of the night..."", 'reviewer': 'Xonatia L.', 'reviewer_id': 'UZ85lUXZSIoTVEAlmfr-1A', 'rating': 5}, {'text': 'So, I took my girl out on a date here. The place was small but comfortable. Seats about 20-24 people. A good spot for a date night.\n\nFelt it was pricey for...', 'reviewer': 'Christian B.', 'reviewer_id': 'RGBxKJ5klkJNJb9OMbHQyw', 'rating': 3}, {'text': ""I'm not sure how to describe the food other than perfection. When I took a bite into the tuna appetizer I actually had to take a moment for myself. I went..."", 'reviewer': 'Gabriella N.', 'reviewer_id': '8DKyPEY0q1cX6j_ISskLAQ', 'rating': 5}]",3,American (New),118,https://s3-media4.fl.yelpcdn.com/bphoto/X8_YtrjSmb-dX9O2lLWlVQ/o.jpg
Bedford Gardens Restaurant ,3,$$,"['172 Bedford Ave', 'Brooklyn, NY 11249']","[{'text': ""It's not everyday that you find a casual spot with all your favorite cuisines housed in one place. Contrary to its name, Bedford Food Hall actually carries..."", 'reviewer': 'Vianna C.', 'reviewer_id': 'VhST-qBAr3l8ysI_QrBTDA', 'rating': 5}, {'text': 'What a delight  \n\nThis place is interesting because it is set up like a ""food hall"" but it is sit down service. You are handed a menu with the ability to...', 'reviewer': 'Brittney P.', 'reviewer_id': 'i9rH5-NuYFnZhTMAqHCRQg', 'rating': 5}, {'text': 'Granted this was for delivery, but the chirashi bowl was not fresh. The fish smelled off and there was a lot of smoky seasoning on the rice which...', 'reviewer': 'Anna T.', 'reviewer_id': 'nd76rOtm9zlKGL577MprIw', 'rating': 3}]",3,Sushi Bars,43,https://s3-media2.fl.yelpcdn.com/bphoto/z1aAset-FDhsppfBFB5E0A/o.jpg
Ci Siamo,5,$$$,"['440 West 33rd St', 'Ste 100', 'New York, NY 10001']","[{'text': 'Amazing atmosphere and staff! Great location. The open concept kitchen is great and if you sit close you can get some sneak peeks and decide what you want!...', 'reviewer': 'Jake S.', 'reviewer_id': 'c30tvUaoYphpTd9rcL6xjQ', 'rating': 5}, {'text': ""PHENOMENAL!!!!! 10s ACROSS the BOARD! From the Hosts Jesse & Team, our SPECTACULAR Waitperson AARON (if you don't get him, request him!), to the Floor..."", 'reviewer': 'JL H.', 'reviewer_id': 'NxXI7vgAwHVANgwpJ5Mh7A', 'rating': 5}, {'text': ""There's an elevator to take to you to the restaurant which is on the third floor. You're greeted with sofas and small tables and a bar with about a dozen..."", 'reviewer': 'Christina V.', 'reviewer_id': 'rnbtjrCgKS3-T7n0mrrBqg', 'rating': 5}]",3,Italian,268,https://s3-media3.fl.yelpcdn.com/bphoto/Sc2AdduIiIcN7U36j_wstQ/o.jpg
Yemen chuanchuan 爺们串串 爷们串串,3,,"['105 W27 St', 'New York, NY 10001']","[{'text': ""The is the first skewer place I've been in New York. You pick your skewers first and kitchen cooks them for you. All the food we had were pretty fresh. The..."", 'reviewer': 'Yilei W.', 'reviewer_id': 'WArPvgaTTDGuxqZ5vIE8uA', 'rating': 4}, {'text': 'Came here last night since it was near our hotel. I assumed it was going to be like all the other hot pot places in the Northern VA area but boy was I...', 'reviewer': 'Mark S.', 'reviewer_id': '3czAF_mZoDnGZnbMEOUkDQ', 'rating': 5}, {'text': 'It was an interesting experience to be able to pick food skewers. Bear in mind the prices can escalate pretty quickly since portions of relatively small per...', 'reviewer': 'Nicole P.', 'reviewer_id': '3-XRlbcQOxkDVmUFoYD84Q', 'rating': 3}]",3,Szechuan,13,https://s3-media2.fl.yelpcdn.com/bphoto/qN1CVFYlSHzNoHUuIvIXeA/o.jpg
Karczma,5,$$,"['136 Greenpoint Ave', 'Brooklyn, NY 11222']","[{'text': 'Looking for a cozy and charming place to enjoy some delicious Polish cuisine and a great beer? Look no further than this lovely restaurant. With its...', 'reviewer': 'Eddie I.', 'reviewer_id': 'vteUMhAFHAxIo-vo9-rM1g', 'rating': 5}, {'text': ""This remnant of Greenpoint's Little Poland neighborhood is more than hanging on-- with their always packed booths filled with patrons ordering plates of..."", 'reviewer': 'Morlene C.', 'reviewer_id': 'VLTBPUrbNRR-f84h-altQw', 'rating': 4}, {'text': 'Ok, here is my review:\nFucking great food!\nGreat music!\nGreat service! \nGreat vibe!\n\nI love shit like this....yeah the neighborhood is changing, but this...', 'reviewer': 'Jim B.', 'reviewer_id': 'cwykRNq2QlqkONC2HUQ3fA', 'rating': 5}]",3,Polish,663,https://s3-media4.fl.yelpcdn.com/bphoto/fq34YbxWtQplkxnfWkAZeA/o.jpg
PALPAL,3,,"['128 Madison Ave', 'New York, NY 10016']","[{'text': 'I first heard about PALPAL a while ago on Tiktok, and I remember thinking it would just be another overhyped fusion restaurant in K-town. I would frequently...', 'reviewer': 'Ashley Z.', 'reviewer_id': 'ePzQChMb9JPsaZz3W7e-PA', 'rating': 5}, {'text': 'very easy to make a reservation, and very modern and dark ambiance on the inside while still feeling like an open concept kitchen? loved watching the chefs...', 'reviewer': 'Jessica W.', 'reviewer_id': 'jSUAbVGhJ1F9dqndYO2HxQ', 'rating': 5}, {'text': ""I've had Palpal bookmarked for a while, so when a friend and I were looking for a spot to have dinner Friday night, I suggested it. I was able to make a..."", 'reviewer': 'Michelle T.', 'reviewer_id': 'szUqQBw8Xl5RExjRqTQsoQ', 'rating': 3}]",3,Korean,115,https://s3-media1.fl.yelpcdn.com/bphoto/oX-uUqcnBFWww0t3MF57rw/o.jpg
Fob Brooklyn,5,$$,"['271 Smith St', 'Brooklyn, NY 11231']","[{'text': ""I love this place sooo much! FOB exceeded my expectations of any Filipino resturant I've ever been to! This place has amazing food with a modest..."", 'reviewer': 'Aly D.', 'reviewer_id': '1irgn10GCP2EGF4iNd4elg', 'rating': 5}, {'text': ""Hey there, amigos, it's time for a little tough love. If you're looking for refined Filipino cuisine, you might want to give this spot a pass.\n\nLet's start..."", 'reviewer': 'Eddie I.', 'reviewer_id': 'vteUMhAFHAxIo-vo9-rM1g', 'rating': 2}, {'text': 'Fob has been on my list for a while and it did not disappoint. The vibes are chill and the space is airy without having a large footprint. I made...', 'reviewer': 'Christian Y.', 'reviewer_id': 'QceDm1sVlQfgYyzOZWhaUg', 'rating': 5}]",3,Filipino,307,https://s3-media1.fl.yelpcdn.com/bphoto/BSUtW4z4BRKyvJERWGzIyg/o.jpg
Hudson Bar Room,4,$$,"['444 10th Ave', 'New York, NY 10001']","[{'text': 'We stayed at the Four Points, this is the restaurant for the hotel. There is something for everyone on the menu. The Hot Honey chicken sandwich was great...', 'reviewer': 'Marsha M.', 'reviewer_id': 'odt4_syDRPuU2_c6dLSHlQ', 'rating': 4}, {'text': 'Straight to the point bar with bites, nothing crazy. Menu doesn\'t give a ""made from scratch"" feel, even though it may be. But if you just want to be in and...', 'reviewer': 'Trey H.', 'reviewer_id': 'CdBkJu-oW9gCpkbvCGtUSQ', 'rating': 3}, {'text': 'Came to NYC today to see an old friend. Stopped in here for a coffee. My buddy also ordered a bloody Mary, which he really enjoyed. It had bacon on it which...', 'reviewer': 'Mike A.', 'reviewer_id': 'HNMeWOimeCJNPIsjMsGGcw', 'rating': 4}]",3,Breakfast & Brunch,25,https://s3-media2.fl.yelpcdn.com/bphoto/avupW9raXA7RAp824a0KRw/o.jpg
Malatesta Trattoria,5,$$,"['649 Washington St', 'New York, NY 10014']","[{'text': 'I casually stumbled upon this little gem on my walk in the West Village, and I am so glad I found this place. The moment you walk into the dimly lit...', 'reviewer': 'Kendra H.', 'reviewer_id': '6LwJ_G0CfV9hwboM_R1xRw', 'rating': 5}, {'text': 'Originally planned to take my family to Fiaschetteria but due to the long line and the growing hunger of my family I scrambled to find something else that...', 'reviewer': 'Veronica H.', 'reviewer_id': 'BrG8BZBFuNVB7pX2q4tk7g', 'rating': 4}, {'text': ""5/5, went as a party of 4.\n\nDefinitely go for the spinach gnocchi. The gorgonzola sauce isn't overwhelmingly stinky (which is the main deterrent of blue..."", 'reviewer': 'Joe C.', 'reviewer_id': '2Up8QerprQztnNbeoWmo5A', 'rating': 5}]",3,Italian,1342,https://s3-media3.fl.yelpcdn.com/bphoto/Ta-XuKa0JWytnr_z6Ci3BA/o.jpg
Jajaja Mexicana,3,$$,"['63 Carmine St', 'New York, NY 10014']","[{'text': 'We have been going to Jajaja for years...\n\nFlavors are incredible ... you would never know you are eating Vegan!\nOur favorites are the beets and pumpkin...', 'reviewer': 'Olivier S.', 'reviewer_id': 'LaiTMVVZ_btpUHhJc7gyEQ', 'rating': 5}, {'text': ""This place was very cool. I wouldn't give it 5 stars, but 4 doesn't quite feel sufficient... 4.5 would be ideal. \n\nI went on a business lunch with a partner..."", 'reviewer': 'Scott G.', 'reviewer_id': '11rFC3JCSIdonVID3F-Gkw', 'rating': 4}, {'text': 'This may be the new style of restaurant. A plate packed with a variety of healthy, filling options. \n\nOk, been here a few times now and this last visit...', 'reviewer': 'Rrrona 7.', 'reviewer_id': 'EwmF3DrN5oRXcPFAenbcFA', 'rating': 3}]",3,Mexican,586,https://s3-media2.fl.yelpcdn.com/bphoto/uWbBN6yZcR5TMFY0W0RmYQ/o.jpg
no. 7,4,,"['627 Vanderbilt Ave', 'Brooklyn, NY 11238']","[{'text': 'Have been meaning to try this spot since they moved to Vanderbilt. It was great!\n\nWe were greeted immediately and given a nice table. Our waitress came over...', 'reviewer': 'Josh B.', 'reviewer_id': 'JJht-OXkADZeAzNiMK0plQ', 'rating': 5}, {'text': ""Popped in to the new no 7 on a weeknight this week and overall had a good meal, though I now know exactly what I'd do if I came back. While the cocktail..."", 'reviewer': 'Marissa S.', 'reviewer_id': '-q6PQPt4a-Cws-ePsLRBIQ', 'rating': 4}, {'text': ""I've been waiting for this to open for months.  So cute inside and has a real neighborhood feel.   Really good drinks, wine and beer selection. I did t eat..."", 'reviewer': 'Ang M.', 'reviewer_id': 'FQ2eijhNd6OE1V-zAutR7w', 'rating': 4}]",3,American (New),8,https://s3-media2.fl.yelpcdn.com/bphoto/si-Vh_hrPyzc3lP4fRt1hg/o.jpg
